termpaper,0.02455095665755564
political,0.13782014305491463
science,0.022397363968296377
asia,0.36475707034082666
term,0.014618126864804125
paper,0.02751400315070891
book,0.03139302654572689
study,0.013298434856175973
critical,0.053193739424703894
analysis,0.05419739488554736
studies,0.016651953211211653
business,0.026971473511117467
economics,0.03273460887674086
education,0.022797316896301666
history,0.014507383479464698
law,0.01994765228426396
media,0.026971473511117467
urban,0.04559463379260333
specific,0.03613159659036491
click,0.01193130603918592
title,0.011712382992595352
yr,0.3253001757126122
pgs,0.3253001757126122
fn,0.27619826239750095
sources,0.03989530456852792
india,0.5585342639593909
discusses,0.031137798687631547
social,0.021761075219197047
british,0.10638747884940779
impact,0.08510998307952623
future,0.06649217428087986
japanese,0.22797316896301667
comparison,0.05106598984771574
role,0.034976705375147764
nixon,0.14184997179921038
kissinger,0.6383248730964467
communist,0.2209586099180008
military,0.14362309644670052
sino,1.2766497461928934
soviet,0.37235617597292725
dispute,0.25532994923857866
policy,0.12766497461928936
reference,0.31916243654822335
foreign,0.08804481008226851
objectives,0.31916243654822335
effect,0.06546921775348172
relations,0.07979060913705584
china,0.8399011488111141
rift,1.2766497461928934
influence,0.06546921775348172
discussion,0.033016803780850694
including,0.012766497461928934
establishment,0.21277495769881558
review,0.04052856337120297
chinese,0.3989530456852792
communism,0.14184997179921038
vietnam,1.0851522842639594
analyzes,0.03481772035071528
north,0.02992147842639594
south,0.04693565243356226
developments,0.10638747884940779
past,0.04910191331511128
indonesia,0.19149746192893402
examines,0.08643982656514383
conflict,0.09820382663022256
intervention,0.09118926758520667
emphasizing,0.6383248730964467
domestic,0.11264556584054942
gandhi,1.9149746192893402
indian,0.19149746192893402
movement,0.07979060913705584
historical,0.053193739424703894
mahatma,1.2766497461928934
rule,0.06719209190488913
revolution,0.08325976605605827
goals,0.12766497461928933
development,0.015761107977690043
parties,0.05106598984771574
left,0.04910191331511128
current,0.02553299492385787
policies,0.10213197969543147
national,0.01636730443837043
ideology,0.31916243654822335
world,0.022529113168109884
leap,1.9149746192893402
forward,0.38299492385786804
economic,0.1253852429296592
mao,1.0638747884940778
urbanization,0.42554991539763115
western,0.034504047194402525
observes,0.04835794493154899
countries,0.08399011488111141
european,0.05106598984771574
growth,0.042554991539763116
taiwan,0.5106598984771573
independence,0.21277495769881558
support,0.03989530456852792
rise,0.06383248730964466
afn,0.06808798646362098
intellectual,0.18237853517041333
leadership,0.09820382663022256
people,0.02486980025051091
republic,0.05632278292027471
examination,0.055993409920740936
overview,0.03868635594523919
vietnamese,1.2766497461928934
conflicts,0.31916243654822335
especially,0.05802953391785879
talks,0.15958121827411167
fourth,0.21277495769881558
modern,0.030396422528402224
range,0.09118926758520667
culminating,0.6383248730964467
contemporary,0.04910191331511128
japan,0.5585342639593909
contrast,0.12766497461928933
wwii,0.42554991539763115
southeast,0.25532994923857866
economy,0.06839195068890501
prospects,0.19640765326044513
relation,0.06719209190488913
asean,0.42554991539763115
background,0.10078813785733369
look,0.12275478328777821
limited,0.08510998307952623
defense,0.06603360756170139
structure,0.04910191331511128
style,0.07509704389369962
indira,1.9149746192893402
marcos,1.2766497461928934
aquino,1.9149746192893402
events,0.03989530456852792
philippine,0.6383248730964467
security,0.026054076452916193
korea,0.17408860175357638
union,0.04728332393307012
modernizing,1.2766497461928934
involved,0.04728332393307012
war,0.09118926758520668
ii,0.042554991539763116
islands,0.10638747884940779
society,0.024087731060243273
party,0.02553299492385787
massacre,1.9149746192893402
environmental,0.07092498589960519
detente,0.42554991539763115
ability,0.04910191331511128
united,0.05409532822851243
resulted,1.2766497461928934
culture,0.05550651070403884
situation,0.053193739424703894
government,0.013581380278647802
led,0.09118926758520667
self,0.042554991539763116
decision,0.03647570703408267
atomic,0.31916243654822335
bomb,0.18237853517041333
crisis,0.044022405041134256
american,0.04040030842382574
beneficial,0.42554991539763115
relationship,0.026596869712351947
cambodia,0.6383248730964467
invasion,0.15958121827411167
america,0.03273460887674086
coverage,0.14184997179921038
tet,1.2766497461928934
offensive,0.42554991539763115
lai,1.2766497461928934
occurances,1.2766497461928934
brought,0.21277495769881558
home,0.023211813567143517
americans,0.17408860175357638
unprecedented,0.6383248730964467
manner,0.18237853517041333
heightened,0.6383248730964467
controversy,0.12766497461928933
reporting,0.10638747884940779
fall,0.15019408778739923
saigon,2.553299492385787
eventual,1.2766497461928934
bosnia,0.10638747884940779
following,0.03754852194684981
comments,0.01182083098326753
