nemzet,0.07508583370652336
magyar,0.10793588595312732
siliconvalley,0.04730407523510972
comx,0.01971003134796238
www,0.01407859381997313
com,0.007729424058024463
disclaimer,0.01971003134796238
information,0.003827190553002404
public,0.00804491075427036
eeeeeee,0.020215416767140903
zzzzzzz,0.010107708383570451
mm,0.008760013932427726
tn,0.022397762895411795
eeee,0.010107708383570451
signed,0.02318827217407339
nelkul,0.014600023220712875
hazai,0.03153605015673981
es,0.21002492419959917
alapitvany,0.043800069662138626
anemzeti,0.07884012539184952
szovetseg,0.030323125150711356
egyeb,0.05913009404388715
alapjan,0.01713915769388033
sorok,0.07884012539184952
szabad,0.022525750111957007
um,0.021900034831069313
uj,0.05705535390199637
mn,0.038148447770249776
nsz,0.06064625030142271
nepszabadsag,0.02318827217407339
mh,0.06159384796238244
hirlap,0.012318769592476488
nszv,0.01877145842663084
esti,0.04927507836990595
vilaggazdasag,0.020747401418907768
ez,0.08447156291983879
am,0.033788625167935515
lapok,0.14782523510971787
beszamoloi,0.1971003134796238
szerint,0.08447156291983879
alatt,0.011594136087036695
ezt,0.05559239610963749
az,0.6114132173245473
orosz,0.04106256530825496
utan,0.03728924849614505
torveny,0.042847894234700826
sarospataki,0.3942006269592476
mit,0.03942006269592477
szolna,0.3942006269592476
szdsz,0.0363079524830886
ha,0.0860074095183813
harmadik,0.043800069662138626
zsido,0.1182601880877743
karterites,0.3942006269592476
cimmel,0.06570010449320794
nem,0.3613505747126437
akkor,0.04668165319254249
moszkva,0.3942006269592476
megfelelo,0.03285005224660397
jo,0.02318827217407339
nato,0.06775323275862069
oroszorszag,0.06570010449320794
szamara,0.022742343863033518
hogy,0.3801220331392745
ne,0.040430833534281806
jelentetteki,0.3942006269592476
kedden,0.32850052246603967
primakov,0.1182601880877743
kulugyminiszter,0.06570010449320794
aki,0.056314375279892526
azzal,0.02815718763994626
lenne,0.03942006269592477
ami,0.03728924849614505
mondta,0.03427831538776066
el,0.06159384796238245
vannak,0.03427831538776066
szlovakia,0.06570010449320794
soha,0.03285005224660397
mert,0.048073247190152144
van,0.05229191990275733
altal,0.043115693573667714
pedig,0.03285005224660397
ugy,0.041494802837815536
mintha,0.03583642063265888
ra,0.022742343863033518
kapjon,0.3942006269592476
mszp,0.02318827217407339
majdnem,0.0985501567398119
igazan,0.07884012539184952
nemzeti,0.011945473544219626
vagyon,0.09855015673981192
celjuk,0.3942006269592476
de,0.02318827217407339
mar,0.07129160274794905
ban,0.019074223885124888
viszont,0.015768025078369906
fognak,0.0985501567398119
egyet,0.05631437527989252
szovjet,0.05631437527989252
fele,0.026877315474494158
ala,0.021900034831069313
ket,0.01877145842663084
orszag,0.018478154388714734
mint,0.04583728220456367
szerelo,0.3942006269592476
volt,0.046928646066577095
elnok,0.04106256530825496
tegnap,0.057487591431556954
ismet,0.043800069662138626
igy,0.019229298876060858
kivan,0.04927507836990595
havi,0.06570010449320794
kb,0.06570010449320794
rossz,0.04927507836990595
goncz,0.03285005224660397
nek,0.03754291685326168
horn,0.06570010449320794
nak,0.021900034831069313
fel,0.03537697934249658
hova,0.3942006269592476
sujtja,0.3942006269592476
mukodo,0.06570010449320794
kereszteny,0.07884012539184952
egyhaz,0.06570010449320794
vezetoje,0.12318769592476488
szolitotta,0.3942006269592476
palesztinokat,0.3942006269592476
ongyilkos,0.3942006269592476
ujabb,0.01713915769388033
akciokat,0.3942006269592476
kovacs,0.04927507836990595
szeretne,0.09855015673981192
fog,0.028157187639946263
azt,0.08916442752649649
magyarorszagon,0.021117890729959697
szokasos,0.1971003134796238
gabor,0.020747401418907768
elmondta,0.015161562575355678
mult,0.026280041797283174
semmi,0.024637539184952977
sem,0.07284142019899141
tortent,0.03285005224660397
amely,0.05705535390199637
gazdasag,0.015768025078369906
bokros,0.042235781459919394
evvel,0.04927507836990596
ksh,0.15768025078369904
elozetes,0.14782523510971787
tavaly,0.06159384796238244
gdp,0.03942006269592476
egy,0.12201447977310045
dollar,0.026280041797283174
mig,0.030323125150711356
ezer,0.01791821031632944
korabbi,0.030323125150711356
gazdasagi,0.012318769592476488
kozott,0.03179037314187481
